schema_version	member_contract_id	action_class_id	outcome_count	source_statuses	allowed_route_ids	route_set_semantics	premise_class	allowed_call_kinds	source_preservation_rule	all_outcomes_zero_call	explicit_zero_traffic	stored_borrow_mode	exclusion_kind	od4_applicability	unknown_length_applicability	action_class_disposition	member_declaration_sha256	exact_registry_sha256	route_registry_sha256	classifier_evidence_status	member_action_row_sha256
privileged-basis-exact-derivation-v1	DENSE-COPY-WITHIN	COPY	2	REQUIRED_IN_LOCK	CORE-COPY,CORE-PARTITION-BORROW,CORE-TYPED-PLACE,FAIL-CHECKED-ARITH,PROTOCOL-OPAQUE-OWNER	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	CORE_COPY	CORE-COPY	SOURCE_REMAINS_FULL_DESTINATION_ONLY_CHANGES	YES	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	27e022334797fbe31c6f859d28d3f32149d4fb8f8d6ed15321c07ec41d17dc08	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	16c821be7483440ccccf79e90333edb67f5ffe8af06dcfeeffce421560f685b7
privileged-basis-exact-derivation-v1	DENSE-DEDUP	CALLABLE_COMPACT	2	REQUIRED_IN_LOCK	CALLABLE-USER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	USER_BEHAVIOR	CALLABLE-USER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	95435c57608c507257ce8fd01b4ad3b3cccccfc877d4d34c75bac1c592c3b72a	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	39aa4987bd96e2110066751e5716a9285e49694af9704b553ba6d36ac3bc8521
privileged-basis-exact-derivation-v1	DENSE-DEDUP-BY	CALLABLE_COMPACT	2	REQUIRED_IN_LOCK	CALLABLE-USER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	USER_BEHAVIOR	CALLABLE-USER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	bd32cc9fe5207bc2737b4f5b7951e589172f0f4fd41ac22f232319f4061bc953	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	fb0c83f232aa61e70bcc661157dd76c225154c0c2fe1951060d9dc901c9b7f4f
privileged-basis-exact-derivation-v1	DENSE-DEDUP-BY-KEY	CALLABLE_COMPACT	2	REQUIRED_IN_LOCK	CALLABLE-USER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	USER_BEHAVIOR	CALLABLE-USER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	18554be3f6fa46a1334d76e959b83f140bc18bd09f7c321109de20ac98b66e10	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	25b09c0516d45c1adbae42c6bb63ec909973c46d9154d153ebf36eeca6b35530
privileged-basis-exact-derivation-v1	DENSE-DEFAULT	EMPTY	1	REQUIRED_IN_LOCK	CORE-EMPTY-CARRIER,PROTOCOL-OPAQUE-OWNER	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	NONE	NONE	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	YES	YES	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	1998a4ec1d5fb17019f03da7c0a266ed46763368274969948f0c6a91bc2d530d	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	16ba8a446798e4490c4e25dd027996e3ef330627cda92476fb1c569d2023d398
privileged-basis-exact-derivation-v1	DENSE-DROP	DISPOSE	2	REQUIRED_IN_LOCK	PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	DISPOSITION_PLAN	PROTOCOL-PLAN-DISPOSE	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	49c0f7a339432d47e5a12382a6113d382dc39264be5b721a1d43b627d817b658	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	e357a418f97f1f475f41d0537d696f957d58b3c54a30e260d6c0ccac688102a5
privileged-basis-exact-derivation-v1	DENSE-EAGER-EXTRACT	CALLABLE_COMPACT	2	CONDITIONAL_ON_UNRESOLVED_THREE_WAY_OD-4	CALLABLE-USER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	USER_BEHAVIOR	CALLABLE-USER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	ACTIVE_EXACT_ROUTE	NONE	SOURCE_CONDITIONAL	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	beb267cb84fbccc4a054650a61bc6c900042e6c18bfd3ddc0c710175de42a737	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	965372892a7da3bd8c5cb9b9fc8bebb00537784de191392c6b6f7e2668e3ac84
privileged-basis-exact-derivation-v1	DENSE-EAGER-SPLICE	CALLABLE_COMPACT	10	BLOCKED_UNKNOWN_LENGTH_RECOVERY_AND_CONDITIONAL_ON_UNRESOLVED_THREE_WAY_OD-4,CONDITIONAL_ON_UNRESOLVED_THREE_WAY_OD-4	CALLABLE-PRODUCER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	PRODUCER	CALLABLE-PRODUCER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	ACTIVE_EXACT_ROUTE	NONE	SOURCE_CONDITIONAL	SOURCE_BLOCKED	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	a60d02f45ad4b1487f35df59461ffe7fff19848ad6775500704ca0bcf9bd997d	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	69f9e3d99424a97e6f7395a36a9a419f9ae4b18e6594f34200620c08adc16e00
privileged-basis-exact-derivation-v1	DENSE-EXTEND-CLONE	CLONE_BUILD	10	REQUIRED_IN_LOCK	CALLABLE-CLONE,CORE-EMPTY-CARRIER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	CLONE	CALLABLE-CLONE	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	509cf219b851380755f8860382c4e0ee67bead0f9f35fc3b3b46eb0fd03c590b	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	a5a0df68678817f3563cc3922a27e738768e5f3ac914f5ea00798cc9a7bb9bc0
privileged-basis-exact-derivation-v1	DENSE-EXTEND-ITER	PRODUCER	10	BLOCKED_UNTIL_UNKNOWN_LENGTH_RECOVERY_RULE_IS_OWNER_APPROVED,REQUIRED_IN_LOCK	CALLABLE-PRODUCER,CORE-EMPTY-CARRIER,CORE-REPLACE,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	ITERATOR	CALLABLE-PRODUCER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	ACTIVE_EXACT_ROUTE	NONE	NOT_APPLICABLE	SOURCE_BLOCKED	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	7e22bc5a26968e5a45644f8fdad11d78f2d048083687b42d71e4054f5697fbfe	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	409eba0ee7976eadb671243d36e20dd93cef577b472b34df3ec859e23f298db6
privileged-basis-exact-derivation-v1	DENSE-EXTEND-WITHIN	CLONE_BUILD	10	REQUIRED_IN_LOCK	CALLABLE-CLONE,CORE-EMPTY-CARRIER,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	CLONE	CALLABLE-CLONE	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	df56c59d330609fc30dff813f1955b5ca8bc298b8c451076a50076026d9db3c1	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	512744ee29b8520118246322e6f76483212c33d6ab17695b9a17acb9ff0b7f70
privileged-basis-exact-derivation-v1	DENSE-FILL-CLONE	CLONE_MUTATE	2	REQUIRED_IN_LOCK	CALLABLE-CLONE,CORE-REPLACE,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	CLONE	CALLABLE-CLONE	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	c14bb033018c0c313bf82403a280a4b592c9f262fdef85cbad222a694d3a3ee8	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	806315d8b328d96241b65a5d2fabc5c531487595cb40b6481f062680100de54c
privileged-basis-exact-derivation-v1	DENSE-FILL-WITH	PRODUCER	2	REQUIRED_IN_LOCK	CALLABLE-PRODUCER,CORE-EMPTY-CARRIER,CORE-REPLACE,CORE-TAKE-PUT,FAIL-ALLOC-EXACT,FAIL-CHECKED-ARITH,FAIL-RESERVE-FIRST,PROTOCOL-EXACT-FOCUS,PROTOCOL-OPAQUE-OWNER,PROTOCOL-PLAN-DISPOSE	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	PRODUCER	CALLABLE-PRODUCER	EXACT_SOURCE_OWNER_ROLE_AND_STATE_EQUATIONS	NO	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	7306eb97a19341f9af894f8eb67a7af2041b50b94773f6488720e79dfc1d39f0	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	84163ae67e1272813b3bcece6c2193e3bce84e18e87a662c0552808d3691d521
privileged-basis-exact-derivation-v1	DENSE-FIXED-EACH	BORROW	1	REQUIRED_IN_LOCK	CORE-PARTITION-BORROW,FAIL-CHECKED-ARITH,PROTOCOL-OPAQUE-OWNER	ALLOWED_MEMBER_REPERTOIRE_NOT_OUTCOME_INVOCATION	NONE	NONE	SOURCE_OWNER_RETAINED_OR_EXACTLY_TRANSFERRED_AS_DECLARED	YES	NO	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	PAPER_ROUTE_TEMPLATE_SELECTED_TRACE_NOT_MECHANIZED	874c62e38473bc2ec8970742be84a854f52540d19931df7c95b3472f3899aff0	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	EXACT_93_MEMBER_PARTITION_VERIFIED	116da5dc2cbaafc0f942ee25e3ad323ead324ad4bb61a72707caba8d01ca4842
