subject_kind	subject_identity	parent_evidence_identity	cluster_id	evidence_kind	target_id	target_ordinal	terminal_disposition	member_contract_ids	required_predecessor_family_ids	required_predecessor_gate_stage_ids	blocked_claims	target_authority	member_authority
DIRECT_EVIDENCE	2da57aa624e3dfd03287b70622095f17891ced4765888405da735192e39336c1	NONE	VIEW-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-TRAP	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	89e4e5c71775fe41a891568ff04044fba2fac35f1e0e5ccc992fdbe6d591c985	NONE	VIEW-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-TRAP	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	e396a408c09c9d56337860c4d006ae7b8ab84d93f54a76d90308d8d0996c6fb0	NONE	VIEW-SPLIT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-CHECKED	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	18a7cd3bc087342bcb16e0f2fa792cec3f67bb672853a8d9982d7893a60b5587	NONE	VIEW-SPLIT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-CHECKED	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	ffe252c27891bd5a907e5bdf606b827b1771eeffc924f0ae923029d653e35f03	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	a1438edc30feacef480be66d26c3096ad3df20890b7eac62eb5f59e01d970d1a	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	2e0952d7cfcacd4961e0fd04e0e871268c5ac0b0e58534aa6b6047646fe73bb0	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	bc4450256d22bf6f52b633a4f4b95879b7f43eafa66ab3849d179fc76c0ccc63	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	4420d500224fa5dfaa9065cd140eaa93209c74f55ea22dea7a25fc5e67525dc1	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	dde8443954b4ba983bb989e2229395a5f35b7acd147a52a05753bd319a8f61b1	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	ad662250cf2f7ab20e73be2eb6c6a309442289edbbc00012c67cf4262e80add3	NONE	VIEW-DISJOINT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-DISJOINT-UNIQ	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	6b6c49fb18cccce2c2d33273bc678a8af2001d3399945b52678d15b355493997	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	6de9d74127aaaf84a511486f897dc083274db83e0afc34fd0833250f1d741939	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	c8bf55f7fc66e3f6b77d8cfe9102c282cdf040ff71235a36a1483e5f2c1201c9	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	e1ac29708f11a6d18c5046e147b891411b72124d833f9e8e7007f9eef975b86e	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	dce7d77a8be1d7abb6b3cbf79e53c34dc9c2705b3f88d5b5b50af85f335ba5a1	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	6209912878866cfd0789f5c5e2b43e5652c3dba07a8c944df06ebf24a873a8d8	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	d3a5982fe07d7d052504fc74bf3ab1a21b3f711319d10b692c350ab6bc159e97	NONE	VIEW-SORT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-STABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	8ef1294b18b3600d644cf9df37df8971c2d4b2e757c7c9995a4d93681024460f	NONE	VIEW-SORT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-STABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	e9262351127b23c2eefccb139c07d597fb6338c12c3524ee6f3a796f1d4a9b49	NONE	VIEW-SORT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-STABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	beee88db179d6d3a586bf8667bf3bc4ddbb03b77eb1e1a8e9396e1c7c3d747f6	NONE	VIEW-SORT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-STABLE-CACHED-KEY	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	cd778db78fe41b6c51ab3483d0d262110456c3a5c47306ddb93fbd08bdc7226c	NONE	VIEW-SORT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-UNSTABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	67024c05d7efa4b528d28cde8bdb96eeab1e3a11f43f1a3fe44a4231d63c4011	NONE	VIEW-SORT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-UNSTABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	5f3a253cfcf5ca0d20527a123c237a9f8ceb66773a9d3aa3808284ffda698f76	NONE	VIEW-SORT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-UNSTABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	44f04009a2baeca9eaea6f9165fccdbe9babc01f18710299f68c27e78ab32e22	NONE	VIEW-SELECT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SELECT-UNSTABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	f6860d27ffdbcf33c7c0a76883182633babc32fe5242c09e218e6b9918aa4527	NONE	VIEW-SELECT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SELECT-UNSTABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	3fb2679acc98767572c1795f33ca922ec66255789913fc818a4073ec5db41fd8	NONE	VIEW-SELECT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SELECT-UNSTABLE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	884f46d047cd9da7d38e9df4e027766987f95ea9c51615ebd3c25e4fe7ebf0a1	NONE	VIEW-REORDER-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-ROTATE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	1d4fc0a641efbe743f35120a58346fc9e485625abe6f3c32755e914951ffa467	NONE	VIEW-REORDER-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-ROTATE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	eae17bd60107b4773980a196bc9665fb87e71ce617c862d0c48b52ece9ca0266	NONE	VIEW-REORDER-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-REVERSE	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	537f3daf70b8fb5d7739201f1f9ba78840c74f6adee7e6b9f6f1c866f58e7b32	NONE	VIEW-SWAP-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SWAP-WITH-VIEW	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	743f1a7e7f92f02c23359e263a4c9458f5e64f0f18b4923abe55f7582211c423	NONE	VIEW-SWAP-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SWAP	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	0aa26216939fdf686dcd53aae6ddeafbe4b4f4563cf91fca655920cdc0062c18	NONE	VIEW-COPY-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-COPY-FROM	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	7ea603c4d0b8d328ac27145b8a48e3ce415c7cdd1659c3aced4855e09e0607b5	NONE	VIEW-COPY-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-COPY-WITHIN	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	a1525ffdbcabdd8b7352ffd8233e1abd4db6b2caf3676d3ed04ada6b89d0c4b2	NONE	VIEW-CLONE-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-CLONE-FROM	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
